Order ID,22,Exported Date,31/05/2023 1:06:28 pm,

Order Line ID,Parent Voucher Type,Voucher Type,Serial Number,Random Serial,Random Digits,Barcode,Booklet Identifier,PIN
45,98020,98020,1706,6020787,8699,9802060207878699,980200001706,NULL
45,98020,98020,1707,8481209,8469,9802084812098469,980200001707,NULL
45,98020,98020,1708,3557819,2714,9802035578192714,980200001708,NULL
45,98020,98020,1709,2954289,7268,9802029542897268,980200001709,NULL
45,98020,98020,1710,2561932,9524,9802025619329524,980200001710,NULL
45,98020,98020,1711,0715105,2938,9802007151052938,980200001711,NULL
45,98020,98020,1712,5839457,6860,9802058394576860,980200001712,NULL
45,98020,98020,1713,1949390,8347,9802019493908347,980200001713,NULL
45,98020,98020,1714,1884345,3079,9802018843453079,980200001714,NULL
45,98020,98020,1715,6072246,4355,9802060722464355,980200001715,NULL
45,98020,98020,1716,5667321,6034,9802056673216034,980200001716,NULL
45,98020,98020,1717,3711710,1933,9802037117101933,980200001717,NULL
45,98020,98020,1718,6694285,2980,9802066942852980,980200001718,NULL
45,98020,98020,1719,9740394,8553,9802097403948553,980200001719,NULL
45,98020,98020,1720,5874509,4662,9802058745094662,980200001720,NULL
45,98020,98020,1721,9821343,4479,9802098213434479,980200001721,NULL
45,98020,98020,1722,8067752,7493,9802080677527493,980200001722,NULL
45,98020,98020,1723,0716804,9158,9802007168049158,980200001723,NULL
45,98020,98020,1724,0909294,2920,9802009092942920,980200001724,NULL
45,98020,98020,1725,0564721,5440,9802005647215440,980200001725,NULL
45,98020,98020,1726,6029759,9833,9802060297599833,980200001726,NULL
45,98020,98020,1727,8553232,6122,9802085532326122,980200001727,NULL
45,98020,98020,1728,8298430,3766,9802082984303766,980200001728,NULL
45,98020,98020,1729,1455214,8000,9802014552148000,980200001729,NULL
45,98020,98020,1730,2862412,5838,9802028624125838,980200001730,NULL
45,98020,98020,1731,9072733,0475,9802090727330475,980200001731,NULL
45,98020,98020,1732,0882741,8958,9802008827418958,980200001732,NULL
45,98020,98020,1733,1677924,9792,9802016779249792,980200001733,NULL
45,98020,98020,1734,1232784,5686,9802012327845686,980200001734,NULL
45,98020,98020,1735,6650563,7992,9802066505637992,980200001735,NULL
45,98020,98020,1736,0906925,1644,9802009069251644,980200001736,NULL
45,98020,98020,1737,5893491,3961,9802058934913961,980200001737,NULL
45,98020,98020,1738,2895894,1859,9802028958941859,980200001738,NULL
45,98020,98020,1739,3484188,3175,9802034841883175,980200001739,NULL
45,98020,98020,1740,9877265,1844,9802098772651844,980200001740,NULL
45,98020,98020,1741,3758031,9434,9802037580319434,980200001741,NULL
45,98020,98020,1742,3713677,2151,9802037136772151,980200001742,NULL
45,98020,98020,1743,9981624,4752,9802099816244752,980200001743,NULL
45,98020,98020,1744,7875636,8912,9802078756368912,980200001744,NULL
45,98020,98020,1745,3072248,4042,9802030722484042,980200001745,NULL
45,98020,98020,1746,7626803,3685,9802076268033685,980200001746,NULL
45,98020,98020,1747,3542593,6735,9802035425936735,980200001747,NULL
45,98020,98020,1748,4031749,5196,9802040317495196,980200001748,NULL
45,98020,98020,1749,2085900,6858,9802020859006858,980200001749,NULL
45,98020,98020,1750,1896385,2472,9802018963852472,980200001750,NULL
45,98020,98020,1751,4197532,7887,9802041975327887,980200001751,NULL
45,98020,98020,1752,2305896,5627,9802023058965627,980200001752,NULL
45,98020,98020,1753,4137992,5476,9802041379925476,980200001753,NULL
45,98020,98020,1754,6895138,4699,9802068951384699,980200001754,NULL
45,98020,98020,1755,3742849,9596,9802037428499596,980200001755,NULL
45,98020,98020,1756,2435198,5783,9802024351985783,980200001756,NULL
45,98020,98020,1757,3683720,0942,9802036837200942,980200001757,NULL
45,98020,98020,1758,6780219,9413,9802067802199413,980200001758,NULL
45,98020,98020,1759,1077859,0322,9802010778590322,980200001759,NULL
45,98020,98020,1760,5423767,4525,9802054237674525,980200001760,NULL
45,98020,98020,1761,0843513,0227,9802008435130227,980200001761,NULL
45,98020,98020,1762,7911097,7000,9802079110977000,980200001762,NULL
45,98020,98020,1763,4072480,2935,9802040724802935,980200001763,NULL
45,98020,98020,1764,1385611,1813,9802013856111813,980200001764,NULL
45,98020,98020,1765,0815258,0109,9802008152580109,980200001765,NULL
45,98020,98020,1766,6169643,4663,9802061696434663,980200001766,NULL
45,98020,98020,1767,7385290,9016,9802073852909016,980200001767,NULL
45,98020,98020,1768,6976990,7143,9802069769907143,980200001768,NULL
45,98020,98020,1769,7399218,2847,9802073992182847,980200001769,NULL
45,98020,98020,1770,6381528,6438,9802063815286438,980200001770,NULL
45,98020,98020,1771,5448029,0094,9802054480290094,980200001771,NULL
45,98020,98020,1772,3076947,4443,9802030769474443,980200001772,NULL
45,98020,98020,1773,9898724,6141,9802098987246141,980200001773,NULL
45,98020,98020,1774,2620665,8374,9802026206658374,980200001774,NULL
45,98020,98020,1775,0989942,4817,9802009899424817,980200001775,NULL
45,98020,98020,1776,6461587,3821,9802064615873821,980200001776,NULL
45,98020,98020,1777,4958822,1678,9802049588221678,980200001777,NULL
45,98020,98020,1778,4255696,5459,9802042556965459,980200001778,NULL
45,98020,98020,1779,9460514,0204,9802094605140204,980200001779,NULL
45,98020,98020,1780,9563316,8422,9802095633168422,980200001780,NULL
45,98020,98020,1781,9989310,6551,9802099893106551,980200001781,NULL
45,98020,98020,1782,2622605,0172,9802026226050172,980200001782,NULL
45,98020,98020,1783,7549698,2671,9802075496982671,980200001783,NULL
45,98020,98020,1784,4629835,5747,9802046298355747,980200001784,NULL
45,98020,98020,1785,8271416,2177,9802082714162177,980200001785,NULL
45,98020,98020,1786,3850718,4232,9802038507184232,980200001786,NULL
45,98020,98020,1787,4627929,2992,9802046279292992,980200001787,NULL
45,98020,98020,1788,3586039,1586,9802035860391586,980200001788,NULL
45,98020,98020,1789,9790364,5469,9802097903645469,980200001789,NULL
45,98020,98020,1790,7479363,3319,9802074793633319,980200001790,NULL
45,98020,98020,1791,1368325,4869,9802013683254869,980200001791,NULL
45,98020,98020,1792,0990168,1172,9802009901681172,980200001792,NULL
45,98020,98020,1793,2955255,2373,9802029552552373,980200001793,NULL
45,98020,98020,1794,7375885,4126,9802073758854126,980200001794,NULL
45,98020,98020,1795,0097575,5588,9802000975755588,980200001795,NULL
45,98020,98020,1796,8926814,2331,9802089268142331,980200001796,NULL
45,98020,98020,1797,3231354,7609,9802032313547609,980200001797,NULL
45,98020,98020,1798,0071752,6552,9802000717526552,980200001798,NULL
45,98020,98020,1799,4430385,3509,9802044303853509,980200001799,NULL
45,98020,98020,1800,8304124,6568,9802083041246568,980200001800,NULL
45,98020,98020,1801,5200117,0829,9802052001170829,980200001801,NULL
45,98020,98020,1802,2722216,6194,9802027222166194,980200001802,NULL
45,98020,98020,1803,2069059,7099,9802020690597099,980200001803,NULL
45,98020,98020,1804,3813673,9299,9802038136739299,980200001804,NULL
45,98020,98020,1805,4846989,6889,9802048469896889,980200001805,NULL
45,98020,98020,1806,8871844,6508,9802088718446508,980200001806,NULL
45,98020,98020,1807,1334488,9210,9802013344889210,980200001807,NULL
45,98020,98020,1808,9539963,3577,9802095399633577,980200001808,NULL
45,98020,98020,1809,0568359,1720,9802005683591720,980200001809,NULL
45,98020,98020,1810,8715383,1869,9802087153831869,980200001810,NULL
45,98020,98020,1811,8430891,7586,9802084308917586,980200001811,NULL
45,98020,98020,1812,6274104,0323,9802062741040323,980200001812,NULL
45,98020,98020,1813,3152788,0939,9802031527880939,980200001813,NULL
45,98020,98020,1814,1812362,9521,9802018123629521,980200001814,NULL
45,98020,98020,1815,6315006,3830,9802063150063830,980200001815,NULL
45,98020,98020,1816,2508870,0064,9802025088700064,980200001816,NULL
45,98020,98020,1817,8702373,6694,9802087023736694,980200001817,NULL
45,98020,98020,1818,5226235,9723,9802052262359723,980200001818,NULL
45,98020,98020,1819,7337593,4723,9802073375934723,980200001819,NULL
45,98020,98020,1820,4615395,5441,9802046153955441,980200001820,NULL
45,98020,98020,1821,5657928,6511,9802056579286511,980200001821,NULL
45,98020,98020,1822,0531780,2261,9802005317802261,980200001822,NULL
45,98020,98020,1823,8573488,0553,9802085734880553,980200001823,NULL
45,98020,98020,1824,1652521,5667,9802016525215667,980200001824,NULL
45,98020,98020,1825,0803702,6070,9802008037026070,980200001825,NULL
45,98020,98020,1826,7720233,8974,9802077202338974,980200001826,NULL
45,98020,98020,1827,4987887,3063,9802049878873063,980200001827,NULL
